Filght_date,Flight_ID,Departure point,Arrival point,Scheduled_departure_time,Scheduled_arrival_time,STATUS,Aircraft_code,Arrival delay
2018-10-25,TU 0634 ,DJE,ORY,2018-10-25 06:20:00,2018-10-25 09.05.00,ATA,TU 32AIMI,0.0
2018-10-26,TU 9081 ,MIR,TUN,2018-10-26 06:10:00,2018-10-26 06.40.00,ATA,TU 736IOK,0.0
2018-10-26,TU 7133 ,BUD,MIR,2018-10-26 09:25:00,2018-10-26 11.50.00,ATA,TU 32AIMF,0.0
2018-10-26,TU 0606 ,TUN,MAD,2018-10-26 14:15:00,2018-10-26 16.20.00,ATA,TU 32AIMH,34.0
2018-10-27,TU 0338 ,TUN,ALG,2018-10-27 08:10:00,2018-10-27 09.30.00,ATA,TU 32AIMM,448.0
2018-10-27,TU 0603 ,ZRH,TUN,2018-10-27 09:15:00,2018-10-27 11.20.00,ATA,TU 32AIMM,29.0
2018-10-27,TU 9002 ,DJE,MIR,2018-10-27 05:05:00,2018-10-27 05.45.00,ATA,TU 32AIMI,0.0
2018-10-27,TU 9007 ,TUN,MIR,2018-10-27 05:15:00,2018-10-27 05.55.00,ATA,TU 736IOK,0.0
2018-10-27,TU 0734 ,DJE,ORY,2018-10-27 13:30:00,2018-10-27 16.15.00,ATA,TU 736IOQ,35.0
2018-10-27,TU 0318 ,TUN,LIS,2018-10-27 14:40:00,2018-10-27 17.35.00,ATA,TU 320IMW,38.0
2018-10-27,TU 0283 ,TLS,TUN,2018-10-27 16:20:00,2018-10-27 18.10.00,ATA,BJ 320INC,60.0
2018-10-27,TU 0647 ,FRA,MIR,2018-10-27 17:40:00,2018-10-27 20.10.00,ATA,TU 32AIMI,11.0
2018-10-28,TU 0997 ,NCE,TUN,2018-10-28 10:10:00,2018-10-28 11.45.00,ATA,TU 32AIMP,13.0
2018-10-31,TU 0526 ,TUN,DUS,2018-10-31 12:50:00,2018-10-31 15.35.00,ATA,TU 31BIMQ,42.0
2018-11-03,TU 0718 ,TUN,ORY,2018-11-03 10:35:00,2018-11-03 13.05.00,ATA,TU 332IFM,25.0
2018-11-03,TU 0399 ,TUN,NIM,2018-11-03 19:40:00,2018-11-03 23.45.00,ATA,TU 32AIMM,15.0
2018-11-03,TU 0203 ,YUL,TUN,2018-11-03 20:15:00,2018-11-04 04.30.00,ATA,TU 332IFN,24.0
2018-11-03,TU 0401 ,COO,ABJ,2018-11-03 20:15:00,2018-11-03 21.40.00,ATA,TU 31BIMQ,15.0
2018-11-03,UG 0010 ,TUN,DJE,2018-11-03 19:30:00,2018-11-03 20.25.00,ATA,TU 32AIML,59.0
2018-11-03,TU 9004 ,MIR,DJE,2018-11-03 21:25:00,2018-11-03 22.05.00,ATA,TU 736IOQ,0.0
2018-11-04,TU 0481 ,NTE,DJE,2018-11-04 17:45:00,2018-11-04 20.30.00,ATA,TU 736IOQ,2.0
2018-11-09,TU 0791 ,LHR,TUN,2018-11-09 16:50:00,2018-11-09 19.50.00,ATA,TU 31BIMQ,112.0
2018-11-10,TU 0375 ,ALG,TUN,2018-11-10 14:45:00,2018-11-10 15.55.00,ATA,TU 32AIMN,56.0
2018-11-10,TU 0790 ,TUN,LHR,2018-11-10 12:45:00,2018-11-10 15.50.00,ATA,TU 320IMT,52.0
2018-11-11,TU 0400 ,NIM,TUN,2018-11-11 00:45:00,2018-11-11 04.25.00,ATA,TU 32AIMI,5.0
2018-11-11,TU 0847 ,TUN,BEY,2018-11-11 05:30:00,2018-11-11 08.45.00,ATA,TU 320IMW,16.0
2018-11-11,TU 6594 ,MIR,SXF,2018-11-11 05:50:00,2018-11-11 08.50.00,ATA,TU 736IOR,0.0
2018-11-11,TU 0694 ,DJE,MRS,2018-11-11 06:00:00,2018-11-11 08.00.00,ATA,TU 736IOQ,0.0
2018-11-11,TU 0634 ,DJE,ORY,2018-11-11 06:30:00,2018-11-11 09.15.00,ATA,TU 736IOK,0.0
2018-12-06,TU 0635 ,ORY,DJE,2018-12-06 10:15:00,2018-12-06 13.05.00,ATA,TU 736IOL,37.0
2018-12-22,TU 0374 ,TUN,ALG,2018-12-22 12:25:00,2018-12-22 13.45.00,ATA,TU 32AIMI,270.0
2018-12-22,TU 0401 ,TUN,COO,2018-12-22 14:35:00,2018-12-22 19.25.00,ATA,TU 320IMW,135.0
2018-12-22,TU 0851 ,LYS,TUN,2018-12-22 15:40:00,2018-12-22 17.30.00,ATA,TU 320IMR,255.0
2018-12-23,TU 0400 ,NIM,TUN,2018-12-23 00:45:00,2018-12-23 04.25.00,ATA,TU 320IMV,316.0
2018-12-23,TU 0714 ,JED,TUN,2018-12-23 00:10:00,2018-12-23 05.10.00,ATA,TU 32AIMN,325.0
2018-12-24,TU 0711 ,TUN,CMN,2018-12-24 07:45:00,2018-12-24 10.30.00,ATA,TU 320IMR,46.0
2018-12-24,TU 0338 ,TUN,ALG,2018-12-24 08:25:00,2018-12-24 09.45.00,ATA,TU 332IFN,15.0
2018-12-24,TU 0752 ,TUN,FCO,2018-12-24 08:20:00,2018-12-24 09.45.00,ATA,TU 32AIMD,0.0
2018-12-24,TU 0717 ,ORY,TUN,2018-12-24 10:40:00,2018-12-24 13.05.00,ATA,TU 332IFM,55.0
2018-12-24,TU 0526 ,TUN,DUS,2018-12-24 12:50:00,2018-12-24 15.35.00,ATA,TU 32AIML,40.0
2018-12-24,TU 0542 ,TUN,MUC,2018-12-24 13:05:00,2018-12-24 15.15.00,ATA,TU 32AIMD,126.0
2018-12-24,TU 0251 ,NCE,MIR,2018-12-24 14:05:00,2018-12-24 15.50.00,ATA,TU 736IOP,0.0
2018-12-24,TU 0282 ,TUN,TLS,2018-12-24 13:40:00,2018-12-24 15.35.00,ATA,TU 32AIMN,33.0
2018-12-24,TU 0628 ,TUN,BOD,2018-12-24 14:00:00,2018-12-24 16.10.00,ATA,TU 32AIMP,46.0
2018-12-24,TU 0543 ,MUC,TUN,2018-12-24 16:05:00,2018-12-24 18.10.00,ATA,TU 32AIMD,132.0
2018-12-24,TU 0841 ,TUN,DSS,2018-12-24 16:05:00,2018-12-24 21.30.00,ATA,TU 320IMR,48.0
2018-12-24,TU 0399 ,TUN,ABJ,2018-12-24 16:20:00,2018-12-24 21.40.00,ATA,TU 320IMU,39.0
2018-12-24,TU 0903 ,MRS,TUN,2018-12-24 16:00:00,2018-12-24 17.35.00,ATA,TU 320IMT,51.0
2018-12-24,TU 0713 ,TUN,JED,2018-12-24 18:20:00,2018-12-24 22.35.00,ATA,TU 320IMW,26.0
2018-12-24,TU 0607 ,MAD,TUN,2018-12-24 17:25:00,2018-12-24 19.35.00,ATA,TU 31BIMQ,215.0
2018-12-24,TU 0841 ,DSS,CKY,2018-12-24 22:20:00,2018-12-24 23.35.00,ATA,TU 320IMR,49.0
2018-12-24,TU 0527 ,DUS,TUN,2018-12-24 16:25:00,2018-12-24 19.05.00,ATA,TU 32AIML,89.0
2018-12-25,TU 0841 ,CKY,TUN,2018-12-25 00:25:00,2018-12-25 05.25.00,ATA,TU 320IMR,42.0
2018-12-24,TU 0724 ,TUN,ORY,2018-12-24 18:30:00,2018-12-24 20.50.00,ATA,TU 32AIMG,21.0
2018-12-24,TU 0913 ,TUN,MED,2018-12-24 19:10:00,2018-12-24 23.10.00,ATA,TU 332IFM,50.0
2018-12-24,TU 6003 ,SFA,MED,2018-12-24 21:50:00,2018-12-25 01.50.00,ATA,TU 320IMT,20.0
2018-12-24,TU 0399 ,ABJ,NIM,2018-12-24 22:40:00,2018-12-25 00.35.00,ATA,TU 320IMU,0.0
2018-12-25,TU 6004 ,MED,SFA,2018-12-25 03:10:00,2018-12-25 07.50.00,ATA,TU 320IMT,5.0
2018-12-25,TU 0226 ,TUN,BEG,2018-12-25 08:35:00,2018-12-25 10.35.00,ATA,TU 320IMT,237.0
2018-12-25,TU 0227 ,BEG,TUN,2018-12-25 11:25:00,2018-12-25 13.25.00,ATA,TU 320IMT,246.0
2018-12-25,TU 0813 ,TUN,CAI,2018-12-25 06:05:00,2018-12-25 09.10.00,ATA,TU 32AIMM,7.0
2018-12-25,TU 0214 ,TUN,IST,2018-12-25 06:20:00,2018-12-25 08.55.00,ATA,TU 32AIMH,36.0
2018-12-25,TU 0634 ,DJE,ORY,2018-12-25 06:30:00,2018-12-25 09.15.00,ATA,TU 736IOR,0.0
2018-12-25,TU 0788 ,TUN,BRU,2018-12-25 06:45:00,2018-12-25 09.20.00,ATA,TU 32AIMI,5.0
2018-12-25,UG 0226 ,TUN,EBM,2018-12-25 07:00:00,2018-12-25 08.35.00,DEP,UG AT7LBD,0.0
2018-12-25,TU 0642 ,TUN,VIE,2018-12-25 07:15:00,2018-12-25 09.30.00,ATA,TU 736IOQ,11.0
2018-12-25,TU 0930 ,TUN,MRS,2018-12-25 07:15:00,2018-12-25 08.50.00,ATA,TU 32AIMP,17.0
2018-12-25,TU 0756 ,TUN,MXP,2018-12-25 08:40:00,2018-12-25 10.25.00,ATA,TU 320IMV,18.0
2018-12-25,TU 0248 ,TUN,PRG,2018-12-25 08:40:00,2018-12-25 11.15.00,ATA,TU 32AIML,21.0
2018-12-25,TU 0931 ,MRS,TUN,2018-12-25 09:40:00,2018-12-25 11.15.00,ATA,TU 32AIMP,37.0
2018-12-25,TU 0717 ,ORY,TUN,2018-12-25 10:40:00,2018-12-25 13.05.00,ATA,TU 332IFN,40.0
2018-12-25,TU 0635 ,ORY,DJE,2018-12-25 10:15:00,2018-12-25 13.05.00,ATA,TU 736IOR,45.0
2018-12-25,TU 0701 ,GVA,TUN,2018-12-25 10:15:00,2018-12-25 12.10.00,ATA,TU 320IMW,0.0
2018-12-25,TU 0789 ,BRU,TUN,2018-12-25 10:20:00,2018-12-25 13.00.00,ATA,TU 32AIMI,0.0
2018-12-25,TU 0215 ,IST,TUN,2018-12-25 09:55:00,2018-12-25 12.45.00,ATA,TU 32AIMH,25.0
2018-12-25,TU 0997 ,NCE,TUN,2018-12-25 10:10:00,2018-12-25 11.45.00,ATA,TU 32AIMD,16.0
2018-12-25,TU 0643 ,VIE,TUN,2018-12-25 10:20:00,2018-12-25 12.25.00,ATA,TU 736IOQ,8.0
2018-12-25,TU 0814 ,CAI,TUN,2018-12-25 10:00:00,2018-12-25 13.20.00,ATA,TU 32AIMM,35.0
2018-12-25,TU 0745 ,FRA,TUN,2018-12-25 10:30:00,2018-12-25 12.50.00,ATA,TU 31BIMQ,0.0
2018-12-25,TU 0751 ,LYS,TUN,2018-12-25 10:40:00,2018-12-25 12.35.00,ATA,TU 320IMU,35.0
2018-12-25,TU 0753 ,FCO,TUN,2018-12-25 10:45:00,2018-12-25 12.00.00,ATA,TU 320IMR,15.0
2018-12-25,TU 0718 ,TUN,ORY,2018-12-25 11:15:00,2018-12-25 13.35.00,ATA,TU 32AIMG,48.0
2018-12-25,TU 0712 ,CMN,TUN,2018-12-25 11:20:00,2018-12-25 13.45.00,ATA,TU 32AIMN,5.0
2018-12-25,TU 0757 ,MXP,TUN,2018-12-25 11:20:00,2018-12-25 13.15.00,ATA,TU 320IMV,26.0
2018-12-25,TU 0719 ,ORY,TUN,2018-12-25 14:35:00,2018-12-25 17.00.00,ATA,TU 32AIMG,60.0
2018-12-25,TU 0249 ,PRG,TUN,2018-12-25 12:05:00,2018-12-25 14.30.00,ATA,TU 32AIML,20.0
2018-12-25,TU 0374 ,TUN,ALG,2018-12-25 12:25:00,2018-12-25 13.45.00,ATA,TU 332IFM,19.0
2018-12-25,TU 0610 ,TUN,CZL,2018-12-25 12:45:00,2018-12-25 13.35.00,ATA,TU 32AIMP,8.0
2018-12-25,TU 0880 ,TUN,AMS,2018-12-25 13:15:00,2018-12-25 16.05.00,ATA,TU 320IMR,13.0
2018-12-25,TU 0902 ,TUN,MRS,2018-12-25 13:35:00,2018-12-25 15.10.00,ATA,TU 32AIMI,26.0
2018-12-25,TU 0903 ,MRS,TUN,2018-12-25 16:00:00,2018-12-25 17.35.00,ATA,TU 32AIMI,22.0
2018-12-25,TU 0602 ,TUN,ZRH,2018-12-25 14:30:00,2018-12-25 16.30.00,ATA,TU 31BIMQ,0.0
2018-12-25,TU 0613 ,TUN,BKO,2018-12-25 14:15:00,2018-12-25 19.00.00,ATA,TU 320IMW,40.0
2018-12-25,TU 0611 ,CZL,TUN,2018-12-25 14:25:00,2018-12-25 15.15.00,ATA,TU 32AIMP,55.0
2018-12-25,TU 0375 ,ALG,TUN,2018-12-25 15:15:00,2018-12-25 16.25.00,ATA,TU 332IFM,15.0
2018-12-25,TU 0397 ,TUN,OUA,2018-12-25 15:00:00,2018-12-25 19.25.00,ATA,TU 320IMU,49.0
2018-12-25,TU 0723 ,ORY,TUN,2018-12-25 18:30:00,2018-12-25 20.55.00,ATA,TU 32AIMM,45.0
2018-12-25,TU 0724 ,TUN,ORY,2018-12-25 18:30:00,2018-12-25 20.50.00,ATA,TU 32AIMP,0.0
2018-12-25,TU 0397 ,ABJ,TUN,2018-12-25 22:40:00,2018-12-26 03.50.00,ATA,TU 320IMU,0.0
2018-12-25,TU 0613 ,DSS,TUN,2018-12-25 22:20:00,2018-12-26 03.00.00,ATA,TU 320IMW,15.0
2018-12-26,TU 0914 ,MED,TUN,2018-12-26 00:45:00,2018-12-26 05.25.00,ATA,TU 332IFN,0.0
2018-12-26,TU 0714 ,JED,TUN,2018-12-26 00:10:00,2018-12-26 05.25.00,ATA,TU 332IFM,40.0
2018-12-26,TU 0542 ,TUN,MUC,2018-12-26 13:00:00,2018-12-26 15.15.00,ATA,TU 32AIML,21.0
2018-12-26,TU 0708 ,TUN,ORN,2018-12-26 12:35:00,2018-12-26 14.20.00,ATA,TU 320IMT,35.0
2018-12-26,TU 0527 ,DUS,TUN,2018-12-26 16:25:00,2018-12-26 19.05.00,ATA,TU 32AIMM,15.0
2018-12-26,TU 0903 ,MRS,TUN,2018-12-26 16:00:00,2018-12-26 17.35.00,ATA,TU 32AIMD,46.0
2018-12-26,TU 0250 ,MIR,NCE,2018-12-26 15:00:00,2018-12-26 16.45.00,ATA,TU 736IOP,0.0
2018-12-26,TU 0722 ,TUN,ORY,2018-12-26 14:50:00,2018-12-26 17.10.00,ATA,TU 32AIMN,23.0
2018-12-26,TU 0613 ,TUN,DSS,2018-12-26 16:05:00,2018-12-26 21.30.00,ATA,TU 320IMV,10.0
2018-12-26,TU 0216 ,TUN,IST,2018-12-26 16:00:00,2018-12-26 18.35.00,ATA,TU 320IMW,14.0
2018-12-26,TU 0543 ,MUC,TUN,2018-12-26 16:05:00,2018-12-26 18.10.00,ATA,TU 32AIML,31.0
2018-12-26,TU 0401 ,TUN,ABJ,2018-12-26 16:20:00,2018-12-26 21.40.00,ATA,TU 320IMU,20.0
2018-12-26,TU 0723 ,ORY,TUN,2018-12-26 18:30:00,2018-12-26 20.55.00,ATA,TU 32AIMN,25.0
2018-12-26,TU 0401 ,ABJ,COO,2018-12-26 22:40:00,2018-12-26 23.55.00,ATA,TU 320IMU,0.0
2018-12-27,TU 0203 ,YUL,TUN,2018-12-27 02:10:00,2018-12-27 10.25.00,ATA,TU 332IFM,15.0
2018-12-27,TU 9051 ,MIR,DJE,2018-12-27 04:55:00,2018-12-27 05.40.00,ATA,TU 736IOM,0.0
2018-12-27,TU 0214 ,TUN,IST,2018-12-27 06:20:00,2018-12-27 08.55.00,ATA,TU 32AIMM,8.0
2018-12-27,TU 0814 ,CAI,TUN,2018-12-27 10:00:00,2018-12-27 13.20.00,ATA,TU 32AIML,29.0
2018-12-27,TU 0563 ,TUN,NKC,2018-12-27 18:30:00,2018-12-27 23.25.00,ATA,TU 32AIMP,95.0
2018-12-27,TU 0643 ,VIE,TUN,2018-12-27 16:45:00,2018-12-27 18.55.00,ATA,TU 32AIMH,51.0
2018-12-27,TU 0208 ,TUN,NTE,2018-12-27 14:35:00,2018-12-27 17.00.00,ATA,TU 736IOQ,18.0
2018-12-27,TU 0903 ,MRS,TUN,2018-12-27 16:00:00,2018-12-27 17.35.00,ATA,TU 32AIMD,25.0
2018-12-28,TU 9734 ,DJE,ORY,2018-12-28 14:00:00,2018-12-28 16.45.00,ATA,TU 736IOR,429.0
2018-12-28,TU 0903 ,MRS,TUN,2018-12-28 16:00:00,2018-12-28 17.35.00,ATA,TU 320IMW,5.0
2018-12-28,TU 6017 ,TOE,JED,2018-12-28 20:10:00,2018-12-29 00.40.00,ATA,TU 320IMW,15.0
2018-12-29,TU 0714 ,JED,TUN,2018-12-29 00:10:00,2018-12-29 05.10.00,ATA,TU 320IMR,150.0
2018-12-29,TU 9177 ,TUN,MIR,2018-12-29 05:05:00,2018-12-29 05.45.00,ATA,TU 736IOQ,0.0
2018-12-29,TU 0756 ,TUN,MXP,2018-12-29 09:15:00,2018-12-29 11.00.00,ATA,TU 320IMW,172.0
2018-12-29,TU 6018 ,TOE,TUN,2018-12-29 07:35:00,2018-12-29 08.25.00,ATA,TU 320IMW,48.0
2018-12-29,TU 0757 ,MXP,TUN,2018-12-29 11:55:00,2018-12-29 13.50.00,ATA,TU 320IMW,150.0
2018-12-29,TU 0930 ,TUN,MRS,2018-12-29 07:15:00,2018-12-29 08.50.00,ATA,TU 32AIMN,0.0
2018-12-29,TU 6019 ,TUN,JED,2018-12-29 20:15:00,2018-12-30 00.40.00,ATA,TU 320IMU,14.0
2018-12-29,TU 0401 ,COO,ABJ,2018-12-29 20:15:00,2018-12-29 21.40.00,ATA,TU 320IMV,33.0
2018-12-30,TU 9083 ,TUN,DJE,2018-12-30 06:30:00,2018-12-30 07.25.00,ATA,TU 736IOL,159.0
2018-12-30,TU 0682 ,DJE,NCE,2018-12-30 08:15:00,2018-12-30 10.10.00,ATA,TU 736IOL,145.0
2018-12-30,TU 0683 ,NCE,DJE,2018-12-30 11:00:00,2018-12-30 13.00.00,ATA,TU 736IOL,130.0
2018-12-29,TU 0401 ,ABJ,TUN,2018-12-29 22:40:00,2018-12-30 03.50.00,ATA,TU 320IMV,15.0
2018-12-30,TU 0714 ,JED,TUN,2018-12-30 00:10:00,2018-12-30 05.10.00,ATA,TU 320IMW,0.0
2018-12-30,TU 0400 ,NIM,TUN,2018-12-30 00:45:00,2018-12-30 04.25.00,ATA,TU 31BIMQ,0.0
2018-12-30,TU 6020 ,JED,DJE,2018-12-30 01:40:00,2018-12-30 06.25.00,ATA,TU 320IMU,155.0
2018-12-30,TU 0208 ,TUN,NTE,2018-12-30 06:15:00,2018-12-30 08.40.00,ATA,X9 320VEB,35.0
2018-12-30,TU 0642 ,TUN,VIE,2018-12-30 07:35:00,2018-12-30 09.50.00,ATA,TU 32AIMG,25.0
2018-12-30,TU 0750 ,TUN,LYS,2018-12-30 08:00:00,2018-12-30 09.50.00,ATA,TU 320IMT,0.0
2018-12-30,TU 0338 ,TUN,ALG,2018-12-30 08:25:00,2018-12-30 09.45.00,ATA,TU 32AIML,0.0
2018-12-30,TU 0695 ,MRS,DJE,2018-12-30 08:50:00,2018-12-30 10.50.00,ATA,TU 736IOR,9.0
2018-12-30,TU 0635 ,ORY,DJE,2018-12-30 10:15:00,2018-12-30 13.05.00,ATA,TU 736IOK,0.0
2018-12-30,TU 0441 ,ORY,MIR,2018-12-30 17:10:00,2018-12-30 19.45.00,ATA,TU 736IOP,30.0
2018-12-31,TU 0716 ,TUN,ORY,2018-12-31 07:00:00,2018-12-31 09.20.00,ATA,X9 320VEB,16.0
2018-12-30,TU 0999 ,NCE,TUN,2018-12-30 16:35:00,2018-12-30 18.10.00,ATA,TU 32AIMG,32.0
2018-12-30,TU 0791 ,LHR,TUN,2018-12-30 16:50:00,2018-12-30 19.50.00,ATA,TU 32AIML,25.0
2018-12-30,TU 0928 ,TUN,MRS,2018-12-30 16:55:00,2018-12-30 18.30.00,ATA,TU 32AIMD,28.0
2018-12-30,TU 0607 ,MAD,TUN,2018-12-30 17:25:00,2018-12-30 19.35.00,ATA,TU 320IMV,5.0
2018-12-30,TU 0724 ,TUN,ORY,2018-12-30 18:30:00,2018-12-30 20.50.00,ATA,TU 32AIMN,0.0
2018-12-30,TU 0613 ,DSS,BKO,2018-12-30 22:20:00,2018-12-30 23.55.00,ATA,TU 320IMR,25.0
2018-12-30,TU 0397 ,ABJ,OUA,2018-12-30 22:40:00,2018-12-31 00.05.00,ATA,TU 320IMW,6.0
2018-12-31,TU 6023 ,TOE,MED,2018-12-31 00:00:00,2018-12-31 04.10.00,ATA,TU 320IMV,0.0
2018-12-31,TU 0714 ,JED,TUN,2018-12-31 00:10:00,2018-12-31 05.25.00,ATA,TU 332IFN,50.0
2018-12-31,TU 0397 ,OUA,TUN,2018-12-31 00:55:00,2018-12-31 05.10.00,ATA,TU 320IMW,0.0
2018-12-31,TU 0613 ,BKO,TUN,2018-12-31 00:45:00,2018-12-31 05.20.00,ATA,TU 320IMR,5.0
2018-12-31,TU 0564 ,NKC,TUN,2018-12-31 00:15:00,2018-12-31 04.30.00,ATA,TU 320IMU,25.0
2018-12-31,TU 0752 ,TUN,FCO,2018-12-31 08:20:00,2018-12-31 09.45.00,ATA,TU 32AIMD,0.0
2018-12-31,TU 0750 ,TUN,LYS,2018-12-31 08:00:00,2018-12-31 09.50.00,ATA,TU 32AIMF,45.0
2018-12-31,TU 0681 ,MRS,MIR,2018-12-31 08:40:00,2018-12-31 10.20.00,ATA,TU 736IOM,0.0
2018-12-31,TU 0463 ,LYS,MIR,2018-12-31 08:35:00,2018-12-31 10.40.00,ATA,TU 736IOP,20.0
2018-12-31,TU 0338 ,TUN,ALG,2018-12-31 08:25:00,2018-12-31 09.45.00,ATA,TU 332IFM,33.0
2018-12-31,TU 0931 ,MRS,TUN,2018-12-31 09:40:00,2018-12-31 11.15.00,ATA,TU 32AIMG,12.0
2018-12-31,TU 0607 ,MAD,BCN,2018-12-31 10:25:00,2018-12-31 11.40.00,ATA,TU 32AIML,28.0
2018-12-31,TU 0635 ,ORY,DJE,2018-12-31 10:15:00,2018-12-31 13.05.00,ATA,TU 736IOK,7.0
2018-12-31,TU 0997 ,NCE,TUN,2018-12-31 10:10:00,2018-12-31 11.45.00,ATA,TU 32AIMP,10.0
2018-12-31,TU 0717 ,ORY,TUN,2018-12-31 10:40:00,2018-12-31 13.05.00,ATA,X9 320VEB,15.0
2018-12-31,TU 6024 ,TOE,TUN,2018-12-31 11:10:00,2018-12-31 12.00.00,ATA,TU 320IMV,0.0
2018-12-31,TU 0965 ,CDG,SFA,2018-12-31 11:15:00,2018-12-31 14.05.00,ATA,TU 736IOR,0.0
2018-12-31,TU 0753 ,FCO,TUN,2018-12-31 10:45:00,2018-12-31 12.00.00,ATA,TU 32AIMD,0.0
2018-12-31,TU 6539 ,DUS,DJE,2018-12-31 11:00:00,2018-12-31 14.05.00,ATA,TU 736IOQ,0.0
2018-12-31,TU 0712 ,CMN,TUN,2018-12-31 11:20:00,2018-12-31 13.45.00,ATA,TU 320IMU,0.0
2018-12-31,TU 0813 ,TUN,CAI,2018-12-31 14:00:00,2018-12-31 17.00.00,ATA,X9 320VEB,45.0
2018-12-31,TU 0701 ,GVA,TUN,2018-12-31 11:10:00,2018-12-31 13.10.00,ATA,TU 320IMW,0.0
2018-12-31,TU 0339 ,ALG,TUN,2018-12-31 11:15:00,2018-12-31 12.25.00,ATA,TU 332IFM,0.0
2018-12-31,TU 0363 ,BLQ,TUN,2018-12-31 11:00:00,2018-12-31 12.30.00,ATA,TU 320IMR,0.0
2018-12-31,TU 0756 ,TUN,MXP,2018-12-31 11:00:00,2018-12-31 12.45.00,ATA,TU 320IMT,18.0
2018-12-31,TU 0791 ,LGW,TUN,2018-12-31 10:40:00,2018-12-31 13.30.00,ATA,TU 32AIMM,28.0
2018-12-31,TU 0374 ,TUN,ALG,2018-12-31 12:25:00,2018-12-31 13.45.00,ATA,TU 32AIMI,50.0
2018-12-31,TU 0607 ,BCN,TUN,2018-12-31 12:30:00,2018-12-31 14.05.00,ATA,TU 32AIML,27.0
2018-12-31,TU 0526 ,TUN,DUS,2018-12-31 12:50:00,2018-12-31 15.35.00,ATA,TU 32AIMG,18.0
2018-12-31,TU 0542 ,TUN,MUC,2018-12-31 13:05:00,2018-12-31 15.15.00,ATA,TU 32AIMD,15.0
2018-12-31,TU 0757 ,MXP,TUN,2018-12-31 13:40:00,2018-12-31 15.35.00,ATA,TU 320IMT,8.0
2018-12-31,TU 0708 ,TUN,ORN,2018-12-31 13:20:00,2018-12-31 15.05.00,ATA,TU 32AIMP,29.0
2018-12-31,TU 0902 ,TUN,MRS,2018-12-31 13:35:00,2018-12-31 15.10.00,ATA,TU 320IMR,9.0
2018-12-31,TU 0588 ,DJE,TOE,2018-12-31 14:00:00,2018-12-31 14.45.00,ATA,TU 736IOK,0.0
2018-12-31,TU 0282 ,TUN,TLS,2018-12-31 13:40:00,2018-12-31 15.35.00,ATA,TU 32AIMH,17.0
2018-12-31,TU 0965 ,SFA,TOE,2018-12-31 14:50:00,2018-12-31 15.35.00,ATA,TU 736IOR,0.0
2018-12-31,TU 0251 ,NCE,MIR,2018-12-31 14:05:00,2018-12-31 15.50.00,ATA,TU 736IOM,12.0
2018-12-31,TU 0375 ,ALG,TUN,2018-12-31 14:45:00,2018-12-31 15.55.00,ATA,TU 32AIMI,25.0
2018-12-31,TU 0814 ,CAI,TUN,2018-12-31 17:55:00,2018-12-31 21.10.00,ATA,X9 320VEB,115.0
2018-10-14,TU 0790 ,TUN,LHR,2018-10-14 12:50:00,2018-10-14 15.55.00,ATA,TU 31BIMQ,13.0
2018-10-14,TU 0589 ,LYS,DJE,2018-10-14 15:10:00,2018-10-14 17.30.00,ATA,TU 736ION,60.0
2018-10-15,TU 0635 ,ORY,DJE,2018-10-15 09:55:00,2018-10-15 12.40.00,ATA,TU 736IOL,5.0
2018-10-15,TU 0997 ,NCE,TUN,2018-10-15 10:15:00,2018-10-15 11.50.00,ATA,TU 320IMS,0.0
2018-10-15,TU 9065 ,SFA,DJE,2018-10-15 12:45:00,2018-10-15 13.15.00,ATA,TU 736IOQ,0.0
2018-10-15,TU 6648 ,DJE,DJE,2018-10-15 13:10:00,2018-10-15 16.10.00,RTR,TU 736IOQ,65.0
2018-10-15,TU 0965 ,MIR,SFA,2018-10-15 11:40:00,2018-10-15 12.25.00,ATA,TU 736IOQ,20.0
2018-10-15,TU 0751 ,LYS,TUN,2018-10-15 10:40:00,2018-10-15 12.35.00,ATA,TU 32AIMG,0.0
2018-10-15,TU 0789 ,BRU,TUN,2018-10-15 11:00:00,2018-10-15 13.35.00,ATA,TU 31BIMQ,0.0
2018-10-16,TU 0611 ,CZL,TUN,2018-10-16 18:00:00,2018-10-16 18.50.00,ATA,TU 32AIMN,30.0
2018-10-16,TU 0723 ,ORY,TUN,2018-10-16 17:50:00,2018-10-16 20.15.00,ATA,TU 332IFN,0.0
2018-10-16,TU 0706 ,CMN,TUN,2018-10-16 18:45:00,2018-10-16 21.10.00,ATA,TU 32AIMF,5.0
2018-10-21,TU 0613 ,DSS,BKO,2018-10-21 22:20:00,2018-10-21 23.50.00,ATA,TU 320IMS,50.0
2018-10-22,TU 0214 ,TUN,IST,2018-10-22 07:05:00,2018-10-22 09.40.00,ATA,TU 320IMU,12.0
2018-10-22,TU 0788 ,TUN,BRU,2018-10-22 07:30:00,2018-10-22 10.05.00,ATA,TU 31BIMQ,7.0
2018-10-22,TU 0700 ,TUN,GVA,2018-10-22 08:10:00,2018-10-22 10.05.00,ATA,TU 32AIML,75.0
2018-10-22,TU 0711 ,TUN,CMN,2018-10-22 07:25:00,2018-10-22 10.10.00,ATA,TU 32AIMG,16.0
2018-10-22,TU 0514 ,TUN,BCN,2018-10-22 08:05:00,2018-10-22 09.50.00,ATA,TU 320IMW,0.0
2018-10-22,TU 0338 ,TUN,ALG,2018-10-22 08:10:00,2018-10-22 09.30.00,ATA,TU 320IMS,0.0
